"Nombre_fichero",N_Pistas,melody,bass,piano_rh,piano_lh,mixdown,accomp
agfih2find.mid,7,7,4,,,,1 2 3 5
All_By_Myself.MID,7,6,1,,,,3 4
ALL_IN_LOVE_IS_FAIR.MID,7,6,1,,,,3 4 5
all_jarreau_moonlighting.mid,11,5 10,3,,,,4 6 7 8 11
ALWAYS.MID,7,6,1,,,,3 4
ANTHROPOLOGY.MID,7,6,1,,,,3
bananas.mid,4,1,3,,,,2
bayou.mid,9,1,9,,,,2 3 4 5 6 7 8
Beautiful_Love2.mid,5,,2,,,,1
BEAUTY_AND_THE_BEAST.MID,7,6,1,,,,3 4 5
BEGINNING_TO_SEE_THE_LIGHT.MID,7,6,1,,,,3
blueswalk.mid,7,4 5,2,,,,3 6
brubeck_kathys_waltz.mid,18,8 9,1,,,,7
BUT_NOT_FOR_ME.MID,7,6,1,,,,3 4 5
BYE_BYE_BLACKBIRD.MID,7,6,1,,,,3 4 5
CANDLE_GLOW.MID,7,6,1,,,,3 4 5
casiopea_lakai.mid,8,3 6 7,2,,,,1 4 5
Chega_De_Saudade_No_More_B.MID,7,6,1,,,,3 4 5
CHILD_IS_BORN_A.MID,7,6,1,,,,3 4
CLOSE_TO_YOU.MID,7,6,1,,,,3 4 5
coltrane_giant_steps_2.mid,5,,2,,,,3 4
DREAM.MID,17,6 8 9 10 11 12 13,1,,,,3 16 17
FEE_FI_FO_FUM.MID,7,6,1,,,,3
Friday_night_at_the_Cadilla.MID,7,6,1,,,,3 4
Glow_Worm.MID,7,6,1,,,,3
Harlem_Nocturne.MID,7,6,1,,,,3
I_cant_believe_that_youre.MID,7,6,1,,,,3 4 5
I_Cant_Get_Started.MID,7,6,1,,,,3
I_Got_It_Bad.MID,7,6,1,,,,3 4 5
I_GOT_RHYTHM.MID,7,6,1,,,,3
I_WRITE_THE_SONGS.MID,7,6,1,,,,3 4 5
Ill_Get_By_As_Long_As_I.MID,7,6,1,,,,3 4 5
Interplay.MID,7,6,1,,,,3 7
JoySpring.mid,3,,2,,,,1
kelly_d_chillie.mid,15,1 5,4,,,,2 3 8 9 10 11 12
level_42_children_say.mid,28,7 14,1,,,,2 3 4 5 6 8 9 10 11 12 13
LJ.MID,7,6,1,,,,3 4 5
Look_for_the_silver_lining.MID,7,6,1,,,,3 4 5
lorber_jeff_black_ice.mid,16,3 4,1,,,,2 5
Love_is_Blue_A._Popp_P.MID,7,6,1,,,,3 4
Lovehere.mid,17,3 4 8,2,,,,1 5 6 7 9 11
MANANA.MID,7,6,1,,,,3 4 5
Memories_of_Tomorrow.MID,7,6,1,,,,3 4 5
milesion.mid,16,2 13,3 15,,,,1 4 14
miller_marcus_snakes.mid,11,1,2 3,,,,4 5 6 7 8 9 11
MOCKIN_BIRD_HILL.MID,7,6,1,,,,3 4 5
nat_king_cole_unforgatable_2.mid,9,4,2,,,,3 5 6 7
new_york_new_york.mid,10,1,2,,,,3 4 5 6 7 8
one4hellen.mid,17,4,1,,,,2 3
PUT_ON_A_HAPPY_FACE.MID,7,6,1,,,,3
Riders_On_The_Storm_The_Do.MID,7,6,1,,,,3 4
rodgers_i_didnt_know_what_time_it_was.mid,3,3,1,,,,
sade_smooth_operator_xg.mid,18,1 4,2,,,,3 5 6 7 8 10
scofield_paul_you_are_under_arrest.mid,6,1 2,4,,,,3
SOME_OTHER_TIME.MID,7,6,1,,,,3
SPEAK_NO_EVIL.MID,7,6,1,,,,3
sushi.mid,16,2,8,,,,7
The_Best_Is_Yet_To_Come_B.MID,7,6,1,,,,3 4 5
THE_PARTYS_OVER.MID,7,6,1,,,,3
this_masqerade_with_benson.MID,7,6,1,,,,3 4 5
TILL_THERE_WAS_YOU.MID,7,6,1,,,,3 4 5
uzeb_cool_it.mid,12,9 10 11 12,2 3 4,,,,5 6 7 8
WAVE.MID,7,6,1,,,,3 7
weasel.mid,15,3 6 7 8 9,2,,,,1 4 5
When_You_Wish_Upon_A_Star.MID,7,6,1,,,,3
Wouldnt_It_Be_Loverly.MID,7,6,1,,,,3 4 5
wylhg.mid,3,,1,,,,3
YOU_ARE_TOO_BEAUTIFUL.MID,7,6,1,,,,3
