"Nombre_fichero",N_Pistas,melody,bass,piano_rh,piano_lh,mixdown,accomp
arias_004_mozartk1.mid,4,1,,,,,2 3
arias_kv340a.mid,5,1,4 5,,,,2 3
arias_kv517.mid,4,1,4,,,,2 3
arias_kv552.mid,4,1,,,,,2 3
arias_kv597.mid,5,1,4 5,,,,2 3
arias_kv598.mid,3,1,3,,,,2
Ave_Maria_Palestrina.mid,5,1,5,,,,3 4
Baroque_Baroque-Late_Bach_ARTFUG11.mid,8,1 2 5 6,4 8,,,,3 7
Baroque_Baroque-Late_Bach_bach_cantata_150_2.mid,7,1 5,4,,,,2 3 6 7
Baroque_Baroque-Late_Bach_bach_cantata_150_4.mid,7,1,4,,,,2 3 5 6 7
Baroque_Baroque-Late_Bach_Jesu_R1.mid,7,1,6,,,,2 3 4 5 7
Baroque_Baroque-Late_Bach_WT2_XX1A.mid,3,1,3,,,,2
Baroque_Baroque-Late_Bach_ZZBACH1.mid,4,2 3,4,,,,
Baroque_Baroque-Late_Pachelbel_Pachelbel_Canon_piano_solo.mid,8,3 6 8,4 7,,,,1 2 5
Baroque_Baroque-Middle_Rosenmuller_02padal_m.mid,4,1 2,3 4,,,,
Baroque_Baroque-Middle_Rosenmuller_13padal_m.mid,4,1 2,3 4,,,,
Baroque_Baroque-Middle_Rosenmuller_45padal_m.mid,4,1 2,3 4,,,,
Baroque_Baroque-Middle_Uccellini_08op8sy_m.mid,4,1 2,4,,,,3
bruop26a.mid,3,1,3,,,,2
bthn20.mid,5,5,1,,,,2 3 4
burgundian.mid,10,2,5,,,,3 4
Classicism_Classicism_Haydn_hydn06_1.mid,9,1 2 5 6,9,,,,3 4 7 8
Classicism_Classicism_Haydn_hydn65_4.mid,8,4 5,8,,,,1 2 3 6 7
Classicism_Classicism_Haydn_hydn84_3.mid,10,1 2 6,10,,,,3 4 5 7 8 9
Classicism_Classicism_Lidon_lidon-quartet_2ndmid.mid,10,1,4,,,,2 3
Classicism_Classicism_Mozart_mozart23.mid,21,1 7,11,5,6,,2 3 4 5 6 8 9 10
Classicism_Classicism_Mozart_Symphony35-41-011-k385_3.mid,12,6,2 10,,,,1 3 4 5 7 8 9
Classicism_Classicism_Mozart_Symphony35-41-8-moz550_3.mid,10,1 6,9,,,,2 3 4 5 7 8
croce_o_vos_omnes.mid,4,1,4,,,,2 3
dowland_lachrimae.mid,4,1,4,,,,2 3
dufay0.mid,10,4,10,,,,1 2 3 5 6
english_the_shepherds_hey.mid,11,2 3 4 5,,,,,
farnaby_psalm122.mid,4,1,4,,,,2 3
FW156.mid,2,1,,,,1,
FW164.mid,2,1,,,,1,
FW191.mid,2,1,,,,1,
Gaudent_In_Caelis_b.mid,4,1,4,,,,2 3
Gloria_Palestrina_S.mid,4,1,4,,,,2 3
holborne_my_lord_of_oxenford.mid,15,1 10 11 12 13 14 15,5,,,,2 3 4
hopkinson_beneath_a_weeping.mid,8,4,6,,,,5
Madama_Butterfly_Di_G.Puccini_Un_Bel_Di_Vedremo.mid,7,3,,,,,4
monteverdi_lamento_c3.mid,7,1,5 7,,,,2 3 4 6
mozart_b.mid,2,1,,,,,2
mozart_s.mid,2,1,,,,,2
mozart_v.mid,2,1,,,,,2
Purcell_StrikeTheViol.mid,8,3,5 6,,,,1 2 4
Renaissance_Renaissance-Early_Compere_alons_fere_nos_barbes.mid,10,2,5,,,,3 4
Renaissance_Renaissance-Late_Palestrina_palestrina_canticum_canticorum_03.mid,5,1 2 3,5,,,,4
Renaissance_Renaissance-Late_Victoria_Ave_Maria-a_8-2b.mid,8,1 5,4 8,,,,2 3 6 7
Renaissance_Renaissance-Late_Victoria_Ave_Maris_Stella-1-Kyrie.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_Ave_Maris_Stella-2-Gloria-c.mid,4,1 2,4,,,,3
Renaissance_Renaissance-Late_Victoria_Ave_Maris_Stella-3-Credo-c.mid,4,1 2,4,,,,3
Renaissance_Renaissance-Late_Victoria_Ave_Regina-6-Agnus_Dei-1t.mid,8,1 3 5,4 8,,,,2 6 7
Renaissance_Renaissance-Late_Victoria_Ave_Regina_Caelorum-a_8-2c.mid,8,1 5 6,4 8,,,,2 3 7
Renaissance_Renaissance-Late_Victoria_Conditor_Alme_Siderum-s.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_Dum_Complerentur-1-Kyrie-s.mid,6,1,6,,,,2 3 4 5
Renaissance_Renaissance-Late_Victoria_Gaudeamus-4-Sanctus-t.mid,6,1,6,,,,2 3 4 5
