Nombre_fichero,N_Pistas,melody,bass,piano_rh,piano_lh,mixdown
Baroque_Baroque-Late_Bach_01Wachet_auf_ruft_uns_die_Stimme.mid,2,,,1,2,
Baroque_Baroque-Late_Bach_106.mid,4,1,4,,,
Baroque_Baroque-Late_Bach_bjs0986b.mid,6,,,1,2,
Baroque_Baroque-Late_Bach_BJS83105_R1.mid,6,,,3,4,
Baroque_Baroque-Late_Bach_bjsmag7.mid,22,17 18,20 21 22,,,
Baroque_Baroque-Late_Bach_INVENT_R1.mid,2,,,1,2,
Baroque_Baroque-Late_Bach_preludec.mid,2,,,1,2,
Baroque_Baroque-Late_Bach_wtc1082.mid,5,1,3,,,
Baroque_Baroque-Late_Bach_wtc2222.mid,6,1,4,,,
Baroque_Baroque-Late_Haendel_Mes32.mid,7,1 2,6,,,
Baroque_Baroque-Late_Marais_songen_m.mid,4,1,3 4,,,
Baroque_Baroque-Late_Pachelbel_2722canonind.mid,6,1 2 3,4 5,,,
Baroque_Baroque-Late_Pachelbel_Pachelbel_Canon_piano_solo.mid,8,3 6 8,4 7,,,
Baroque_Baroque-Late_Vivaldi_gp_v07.mid,15,3 4,14 15,,,
Baroque_Baroque-Late_Vivaldi_vivaldi_gloria_10_qui_sedes.mid,10,1 2,5 9,,,
Baroque_Baroque-Middle_Rosenmuller_0815studm_m.mid,6,1 2,5 6,,,
Baroque_Baroque-Middle_Rosenmuller_47padal_m.mid,4,1,4,,,
Classicism_Classicism_Haydn_2804hays94n2.mid,17,1 2 8,11 12,,,
Classicism_Classicism_Haydn_hay28_2.mid,5,1 2,5,,,
Classicism_Classicism_Haydn_haydnob1.mid,6,1,6,,,
Classicism_Classicism_Haydn_hydn07_3.mid,8,1 4,8,,,
Classicism_Classicism_Mozart_MozartSym25GM.mid,13,1 4 5,8,,,
Classicism_Classicism_Mozart_mozk211c.mid,16,1,,2,3,
Classicism_Classicism_Mozart_Symphony35-41-011-mok425m3.mid,15,5 10 11,14,,,
Classicism_Classicism_Mozart_Symphony35-41-014-mo_sy404.mid,5,1,5,,,
Classicism_Pre-classicism_Scarlatti_scarlatti_gia_il_sole_dal_gange.mid,3,1,,2,3,
Medieval_ArsNova_Ciconia_ciconia-dolce.mid,3,,,2,3,
Medieval_ArsNova_Machau_machaut-b11.mid,4,2,,,,
Medieval_ArsNova_Machau_machaut-b24.mid,3,2,3,,,
Medieval_ArsNova_Machau_machaut-b35.mid,4,2,4,,,
Renaissance_Renaissance-Early_Ockeghem_ockeghem-ma_bouche.mid,3,1,3,,,
Renaissance_Renaissance-Late_Palestrina_palestrina_canticum_canticorum_02.mid,5,1,5,,,
Renaissance_Renaissance-Late_Victoria_Ascendens_Christus_In_Altum-6-Agnus_Dei-c.mid,6,3,6,,,
Renaissance_Renaissance-Late_Victoria_Dum_Complerentur-4-Sanctus-b.mid,6,1 6,,,,
Renaissance_Renaissance-Late_Victoria_Ecce_Dominus_Veniet-s.mid,5,1,5,,,
Renaissance_Renaissance-Late_Victoria_Gaudeamus-6-Agnus_Dei-b.mid,7,1 2,7,,,
Renaissance_Renaissance-Late_Victoria_Laetatus_Sum-3-Credo-1s.mid,12,1 2 5 9,4 8 12,,,
Renaissance_Renaissance-Late_Victoria_LJbis9-Incipit_Oratio_Jeremiae-1t.mid,8,1 2 5,7 8,,,
Renaissance_Renaissance-Late_Victoria_Magnificat_Tertii_Toni-pares-2c.mid,7,1 2 4,7,,,
Renaissance_Renaissance-Late_Victoria_Nunc_Dimittis.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_O_Magnum_Mysterium-2-Gloria-s.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_O_Magnum_Mysterium-s.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_Pro_Victoria-6-Agnus_Dei-1t.mid,9,1 2 6,5,,,
Renaissance_Renaissance-Late_Victoria_TR07-Tamquam_Ad_Latronem-s.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_Trahe_Me_Post_Te-3-Credo-1c.mid,6,3,6,,,
Renaissance_Renaissance-Late_Victoria_Victoria_Apocrifo-Jesu_Dulcis_Memoria-t.mid,4,3,4,,,
Renaissance_Renaissance-Late_Victoria_Vidi_Speciosam-1-Kyrie-2t.mid,6,1 2 5,6,,,
Romanticism_Post-romanticism_Scriabin_fantasy_in_bmin_op28.mid,4,,,2,3,
Romanticism_Romantic-Nationalism_Breton_547tbeapolo.mid,19,1 2 3,14,,,
Romanticism_Romantic-Nationalism_Dvorak_684dvop221.mid,15,1 3,10,,,
Romanticism_Romantic-Nationalism_Rimsky_Korsakov_rimsky_korsakov_song_of_india.mid,8,,,4,5,
Romanticism_Romantic-Nationalism_Tchaikovsky_nutcrac1.mid,11,5 7 10 11,6 9,,,
Romanticism_Romanticism_Beethoven_2212bagat6reg.mid,2,,,1,2,
Romanticism_Romanticism_Beethoven_B9-1-MAA.mid,19,1,14,,,
Romanticism_Romanticism_Beethoven_HAMMKLV4.mid,4,,,1,2,
Romanticism_Romanticism_Bizet_bizet_carmen_16bis.mid,4,1,,3,4,
Romanticism_Romanticism_Brahms_14.mid,8,,,1 3,2 4,
Romanticism_Romanticism_Brahms_brahms_requiem_1.mid,6,1 2,4,5,6,
Romanticism_Romanticism_Chopin_bi130-3.mid,2,,,1,2,
Romanticism_Romanticism_Chopin_Nocturne_No14_in_F#m_Op.48_Nocturne_No2.mid,3,,,1,2,
Romanticism_Romanticism_Chopin_Prelude_Op28_No6_in_Bm_Tolling_Bells_2.mid,10,,3,,,
Romanticism_Romanticism_Delibes_Delibes_La_Valse.mid,15,1 2 3 11,15,,,
Romanticism_Romanticism_Gounod_1194goun-unk.mid,10,1 2 4,7 9,,,
Romanticism_Romanticism_Jullien_Jullien_Tarantelle.mid,20,1 2 3 4 5 16,13 20,,,
Romanticism_Romanticism_Schumann_Bilder_ais_Osten_Op.66_no.5.mid,4,,,1 2,3 4,
Romanticism_Romanticism_Schumann_Concerto_Piano_and_Orch_Op.92_intro.mid,21,1 2 3 9,13 14,,,
Romanticism_Romanticism_Schumann_Short_Piano_Hide_and_Seek.mid,8,,,7,8,
Romanticism_Romanticism_Strauss_Johann_Bludanube_piano.mid,14,2 3,14,,,
Romanticism_Romanticism_Wolf_1597ich.mid,14,1,,,,
XXCentury_Impressionism_Debussy_013_apresmid.mid,8,1,8,,,
XXCentury_Misc_Balasanyan_balasanyan-horsemen.mid,26,1 2 3 4 5 6,10 26,,,
XXCentury_Misc_Grainger_childrensmarch.mid,4,,,1 3,2 4,
XXCentury_Neoclassicism_Hindemith_Symph_metamorphosis_mov1.mid,16,2 3 4 5,16,,,
XXCentury_Neoclassicism_Hindemith_Symph_metamorphosis_mov3.mid,9,1 2,,,,
XXCentury_XX-Nationalism_Barrios_Mangore_barrios_mangore_tango_no2_ed.mid,3,,,1,2,
XXCentury_XX-Nationalism_Knipper_cavalry.mid,17,1 2 3 4 ,10 17,,,
XXCentury_XX-Nationalism_Sibelius_karelia_interemezzo.mid,16,1 2 3,15 16,,,
