Nombre_fichero,N_Pistas,melody,bass,piano_rh,piano_lh,mixdown
Baroque_Baroque-Late_Bach_1696tpinven5.mid,3,,,1,3,
Baroque_Baroque-Late_Bach_2part09.mid,4,,,3,4,
Baroque_Baroque-Late_Bach_bach_10p.mid,4,1,2,,,
Baroque_Baroque-Late_Bach_branden4.mid,4,1 2,4,,,
Baroque_Baroque-Late_Bach_GOLDBERG.mid,9,,,1 3,2 4,
Baroque_Baroque-Late_Haendel_handms44.mid,10,2 4 6,5 9 10,,,
Baroque_Baroque-Late_Haendel_Mes05.mid,7,1,6,,,
Baroque_Baroque-Late_Marcello_B.Marcello_Corale.mid,11,1 2 3 5 6,9,10,11,
Baroque_Baroque-Middle_Pezel_3abends_m.mid,4,1 2,3 4,,,
Baroque_Baroque-Middle_Uccellini_08op8sy_m.mid,4,1,4,,,
Classicism_Classicism_Haydn_sonata_piano_no53_en_E_joseph_haydn.mid,4,,,1,2,
Classicism_Classicism_Mozart_2025pianos3no2.mid,20,,13,3 5,6 8,
Classicism_Classicism_Mozart_mozc3.mid,6,1,3,,,
Classicism_Classicism_Mozart_Symphony35-41-012-mok543m1.mid,16,5 11 12,15,,,
Medieval_ArsAntiqua_Anonymous_hac.mid,4,2 3,4,,,
Renaissance_Renaissance-Early_Compere_alons_fere_nos_barbes.mid,10,2,5,,,
Renaissance_Renaissance-Late_Byrd_FW061.mid,2,,,,,1
Renaissance_Renaissance-Late_Praetorius_pragav2.mid,11,2,6,,,
Renaissance_Renaissance-Late_Rosseter_ROSSETER_Whether_Men_to_Laugh_or_Weep.mid,2,1,,,,
Renaissance_Renaissance-Late_Victoria_Alma_Redemptoris-5-Agnus_Dei-2b.mid,8,1 5,4 8,,,
Renaissance_Renaissance-Late_Victoria_Benedicam_Dominum-2s.mid,4,1 2,4,,,
Renaissance_Renaissance-Late_Victoria_De_Beata_Maria-2-Gloria-1t.mid,5,3,5,,,
Renaissance_Renaissance-Late_Victoria_Iste_Sanctus-c.mid,4,1 2,4,,,
Renaissance_Renaissance-Late_Victoria_Lauda_Sion_Salvatorem-1c.mid,8,4 5,4 8,,,
Renaissance_Renaissance-Late_Victoria_LJ3-Jod_Manum_Suam.mid,6,1 2,6,,,
Renaissance_Renaissance-Late_Victoria_LJbis3-Jod_Manum_Suam-2c.mid,6,4,6,,,
Renaissance_Renaissance-Late_Victoria_LJbis8-Aleph_Quomodo_Obscuratum-1s.mid,5,1,5,,,
Renaissance_Renaissance-Late_Victoria_Magi_Viderunt_Stellam-s.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_Magnificat_Quinti_Toni-pares-b.mid,7,1 2,7,,,
Renaissance_Renaissance-Late_Victoria_Misa_Quarti_Toni-1-Kyrie-c.mid,4,2,4,,,
Renaissance_Renaissance-Late_Victoria_O_Sacrum_Convivium-1t.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_OD-08-Communio.mid,6, 1 2,6,,,
Renaissance_Renaissance-Late_Victoria_OD-10-Libera_Me-1s.mid,6,1 2,6,,,
Renaissance_Renaissance-Late_Victoria_OD-10-Libera_Me-2s.mid,6,1 2,6,,,
Renaissance_Renaissance-Late_Victoria_Te_Lucis_Ante_Terminum-t.mid,4,3,4,,,
Renaissance_Renaissance-Late_Victoria_Trahe_Me_Post_Te-5-Benedictus-1c.mid,5,2,5,,,
Renaissance_Renaissance-Late_Victoria_Tu_Es_Petrus-b.mid,6,1 2,6,,,
