Nombre_fichero,N_Pistas,melody,bass,piano_rh,piano_lh,mixdown
Baroque_Baroque-Early_Marini_op22_2ballet_m.mid,4,1 2,4,,,
Baroque_Baroque-Early_Marini_op22_svlnsol_m.mid,3,1,3,,,
Baroque_Baroque-Late_Bach_127.mid,2,,,1,2,
Baroque_Baroque-Late_Bach_1699tpinven8.mid,3,1,3,,,
Baroque_Baroque-Late_Bach_BWV810G.mid,3,,,1,2,
Baroque_Baroque-Late_Bach_f19amaj.mid,4,1 2,3,,,
Baroque_Baroque-Late_Bach_jsbwv541.mid,3,1,3,,,
Baroque_Baroque-Late_Bach_p02cmin.mid,3,,,1,2,
Baroque_Baroque-Late_Bach_wtc1092.mid,5,1 2,3,,,
Baroque_Baroque-Late_Bach_wtc1131.mid,4,, ,1,2,
Baroque_Baroque-Late_Bach_wtc1242.mid,6,1 2,4,,,
Baroque_Baroque-Late_Haendel_1644gdance6.mid,10,,,1,2,
Baroque_Baroque-Late_Haendel_Mes06.mid,7,1,6,,,
Baroque_Baroque-Late_Pachelbel_Canon_R1.mid,10,1 2,4 5,,,
Baroque_Baroque-Middle_Becker_4245ersts_m.mid,3,1,3,,,
Classicism_Classicism_Haydn_hydn06_1.mid,9,1 2 5 6,9,,,
Classicism_Classicism_Mozart_arias-4-508_1.mid,3,1,3,,,
Classicism_Classicism_Mozart_arias-kv472.mid,4,1,,2,4,
Classicism_Classicism_Mozart_mozart_chanson_a_boire.mid,4,1,,,,
Classicism_Classicism_Mozart_mozk211b.mid,16,1,,2,3,
Classicism_Classicism_Mozart_mz_493_1.mid,10,1,7,5,6,
Classicism_Classicism_Mozart_Symphony35-41-011-mok425m2.mid,15,10,14,,,
Classicism_Classicism_Mozart_Symphony35-41-012-mok543m3.mid,16,5,15,,,
Classicism_Pre-classicism_Boyce_1116boycev.mid,4,1,3,,,
Medieval_ArsNova_Machau_machaut-b16.mid,3,2,3,,,
Medieval_ArsNova_Senleches_senle05.mid,4,2,4,,,
Renaissance_Renaissance-Early_Anonymous_sifortune.mid,9,2,4,,,
Renaissance_Renaissance-Late_Palestrina_2155gpbndcts.mid,10,5 7,9 10,,,
Renaissance_Renaissance-Late_Praetorius_vom_gimmel_och_da_komm_ich_her.mid,10,2,5,,,
Renaissance_Renaissance-Late_Victoria_Alma_Redemptoris-2-Gloria.mid,8,1 5,4 8,,,
Renaissance_Renaissance-Late_Victoria_Ascendens_Christus_In_Altum-4-Sanctus-b.mid,5,1,5,,,
Renaissance_Renaissance-Late_Victoria_Ave_Maris_Stella-6-Agnus_Dei-2t.mid,5,1 4,5,,,
Renaissance_Renaissance-Late_Victoria_Ave_Regina-6-Agnus_Dei-1t.mid,8,1 3 5,4 8,,,
Renaissance_Renaissance-Late_Victoria_Conditor_Alme_Siderum-s.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_Dixit_Dominus_bis_bis-s.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_Dum_Complerentur-6-Agnus_Dei-2t.mid,7,6,7,,,
Renaissance_Renaissance-Late_Victoria_Ecce_Sacerdos_Magnus-c.mid,4,1 2,4,,,
Renaissance_Renaissance-Late_Victoria_Gaudeamus-5-Benedictus-1s.mid,6,1,6,,,
Renaissance_Renaissance-Late_Victoria_Laetatus_Sum-1-Kyrie-4s.mid,12,1 9,8 12,,,
Renaissance_Renaissance-Late_Victoria_LJ6-Aleph_Ego_Vir-2c.mid,6,4,6,,,
Renaissance_Renaissance-Late_Victoria_LJbis2-Vau_Et_Egressus_Est-c.mid,5,3,5,,,
Renaissance_Renaissance-Late_Victoria_Magnificat_Quinti_Toni-impares-2t.mid,5,3 4,5,,,
Renaissance_Renaissance-Late_Victoria_Misa_Quarti_Toni-2-Gloria-s.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_Nunc_Dimittis-s.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_O_Magnum_Mysterium-2-Gloria-c.mid,4,2,4,,,
Renaissance_Renaissance-Late_Victoria_O_Quam_Gloriosum-5-Benedictus-s.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_OD-02-Introitus.mid,6,1 2,6,,,
Renaissance_Renaissance-Late_Victoria_Simile_Est_Regnum_Coelorum-5-Benedictus-b.mid,4,4,,,,
Renaissance_Renaissance-Late_Victoria_Surge_Propera-2-Gloria-2t.mid,5,4,5,,,
Renaissance_Renaissance-Late_Victoria_SV02-Confitebor_Tibi-b.mid,4,4,,,,
Romanticism_Post-romanticism_Messager_2906mirette13.mid,5,1 2 3,,4,5,
Romanticism_Post-romanticism_Rachmaninoff_rachmaninoff_ave_maria.mid,5,1,4,,,
Romanticism_Post-romanticism_Rachmaninoff_symph_no1_op25_mov3.mid,12,1,12,,,
