Nombre_fichero,N_Pistas,melody,bass,piano_rh,piano_lh,mixdown
Baroque_Baroque-Late_Bach_348baw101f.mid,6,3 4 5 6,,,,
Baroque_Baroque-Late_Bach_3PART_04.mid,3,,,1,3,
Baroque_Baroque-Late_Bach_3PART_13.mid,3,,,1,3,
Baroque_Baroque-Late_Bach_BWV818.mid,2,,,,,1
Baroque_Baroque-Late_Bach_Bach_cantata_41_6.mid,4,1,4,,,
Baroque_Baroque-Late_Bach_Toccata_e_fuga.mid,5,,,1,2,
Baroque_Baroque-Late_Bach_WT2_XX1A.mid,3,1,3,,,
Baroque_Baroque-Late_Bach_anna-29.mid,3,,,1,2 3,
Baroque_Baroque-Late_Bach_babwv656.mid,7,,3,1,2,
Baroque_Baroque-Late_Bach_bjs83104.mid,6,,,3,4,
Baroque_Baroque-Late_Corelli_Corelli_Pastorale_dal_Concerto_per_la_notte_di_Natale.mid,16,,3,,,1 2
Baroque_Baroque-Late_Haendel_handms46.mid,9,1 3 5,8 9,,,
Baroque_Baroque-Middle_Blow_johnblow.mid,2,,,2,1,
Baroque_Baroque-Middle_Uccellini_03op8sy_m.mid,4,1,4,,,
Classicism_Classicism_Haydn_hydn49_2.mid,8,2 4,8,,,
Classicism_Classicism_Mozart_2249phantasiereg.mid,2,,,1,2,
Classicism_Classicism_Mozart_Symphony35-41-8-moz550_3.mid,10,1 6,9,,,
Classicism_Classicism_Paganini_pagni01.mid,7,6,1,,,
Medieval_ArsAntiqua_Anonymous_congaudeant_catholici-thv.mid,4,2 3,4,,,
Medieval_ArsNova_Henry4_henryvi_sanctus.mid,9,2,4,,,
Renaissance_Renaissance-Early_Anonymous_verbum_carum_factum_est-Early.mid,10,2,5,,,
Renaissance_Renaissance-Late_Byrd_FW058.mid,2,,,,,1
Renaissance_Renaissance-Late_Lassus_wohl_kommt_der_mai.mid,10,2,5,,,
Renaissance_Renaissance-Late_Praetorius_praetorius-est_ist_ein_ros.mid,8,2,5,,,
Renaissance_Renaissance-Late_Victoria_Gaude_Maria_Virgo-b.mid,5,1 2,5,,,
Renaissance_Renaissance-Late_Victoria_Hic_Vir_Despiciens_Mundum-s.mid,4,1,4,,,
