"Nombre_fichero",N_Pistas,melody,bass,piano_rh,piano_lh,mixdown,accomp
A_CHANCE_TO_TRY_AGAIN.MID,7,6,1,,,,3 4 5
AFRO_BLUE.MID,7,6,1,,,,3 4
all_jarro_roof_garden_xg.mid,12,4,2,,,,1 3 5 6 7 8
arlen_its_only_paper_moon.mid,31,2,3,,,,4 5 6 7 8 9 10 11 12 13 14 15 16 17
BESSIES_BLUES.MID,7,6,1,,,,3
Black_Coffee.MID,7,6,1,,,,3
brasil.mid,9,7 9,6,,,,1 8
cooling_emotions_xg.mid,19,9,3 4 16,,,,1 5 6 7 8 11 12 13
DANCING_ON_THE_CEILING.MID,7,6,1,,,,3
davis_all_blues_3.mid,12,3 4,,,,,2
davis_alone_together_1.mid,23,4 5 6,3,,,,2
davydov_the_last_train_xg.mid,18,6 10 14,5,,,,1 3 4 7 8 9 11 12 13
dig.mid,3,3,2,,,,1
EMBRACEABLE_YOU.MID,7,6,1,,,,3 4
escucha.mid,10,4 5 7,3,,,,2 6
FASCINATIN_RHYTHM.MID,7,6,1,,,,3
FOGGY_DAY.MID,7,6,1,,,,3
HES_GOT_THE_WHOLE_WORLD_IN.MID,7,6,1,,,,3 4 5
I_REMEMBER_CLIFFORD.MID,7,6,1,,,,3
IMPRESSIONS.MID,7,6,1,,,,3
kosma_mercer_those_autumn_leaves_1.mid,10,,4,,,,3 6
MOON_LOVE.MID,7,6,1,,,,3 4
MY_SWEET_LORD.MID,7,6,1,,,,3 4 5
ON_A_SLOW_BOAT_TO_CHINA.MID,7,6,1,,,,3 4 5
ON_BROADWAY.MID,7,6,1,,,,3 4
RED_TOP.MID,7,6,1,,,,3
Riders_On_The_Storm_The_Do.MID,7,6,1,,,,3 4
SHINY_STOCKINGS.MID,7,6,1,,,,3
SINCE_I_FELL_FOR_YOU.MID,7,6,1,,,,3 4 5
SOFTLY_AS_IN_A_MORNING_SUNR.MID,7,6,1,,,,3 4
Someday_my_prince_will_come.MID,7,6,1,,,,3 4
STORMY_WEATHER.MID,7,6,1,,,,3
STRANGE.MID,7,6,1,,,,3 4
Sweet_Georgie_Fame.MID,7,6,1,,,,3 4
TA_TA_TANGO.MID,7,6,1,,,,3 4 5
Theres_A_Tear_In_My_Beer.MID,7,6,1,,,,3
What_Are_You_Doing_the_Rest.MID,7,6,1,,,,3 4 5
