"Nombre_fichero",N_Pistas,melody,bass,piano_rh,piano_lh,mixdown,accomp
Abba_I_have_a_dream_4.kar,13,3,4,,,,5 6 7 8 9 10 12 13
Alain_Barriere_Ma_vie.kar,13,5,4,,,,3 6 7 8 9 10 12 13
Alain_Boublil_And_Herbert_Kretzmer_On_My_Own.kar,14,3,,,,,4 5 6 7 8 9 10 11
Alanis_Morissette_Ironic.kar,11,3,5,,,,4 6 7 8 9 10
Albert_Babin_Le_toit_de_ma_maison.kar,8,1,2,,,,3 4 5 6
Babacar.kar,15,7,5 12,,,,4 6 8 9 10 11 14 15
bienveni.kar,12,6,4,,,,5 7 8 9 10 11
Celine_Dion_Les_derniers_seront_les_premiers.kar,15,6,4,,,,3 5 7 8 9 10 11 13 14 15
Chris_Deburg_Lady_in_Red_1.kar,10,3,4,,,,5 6 7 8 9
Cock_Robin_The_Promise_You_Made.kar,21,4,6,,,,5 7 8 9 10 11
Corazon.kar.kar,16,13,3,,,,1 4 5 7 8 9 10
Dani_Daraiche_Quand_je_tai_connue_belle.kar,14,14,3,,,,4 5 6 7 8 9 10
Daniel_Gerard_Butterfly.kar,9,4,2,,,,1 3 5 6 7 8
Francis_Cabrel_Les_chevaliers_cathares.kar,18,6,4,,,,3 5 7 13 14 15 16 17 18
Georges_Brassens_Je_me_suis_fait_tout_petit.kar,7,6,1,,,,2 3 5 7
Guy_Beart_Vive_la_rose.kar,8,4,2,,,,1 3 5 6 7
Kenny_Loggins_Footloose.kar,12,5,3,,,,4 6 7 8 10
Los_Mismos_Tres_cosas.kar,13,6,4,,,,3 5 7 8 9 10 11
Michael_Jackson_Thriller_4.kar,16,3,5,,,,4 6 7 8 9 10 12 13 14 15 16
Mr_Mister_Broken_wings_4.kar,26,3,4,,,,5 6 7 8 9 10 11
No_CambiT.kar,18,6 7 15,4,,,,3 5 8 9 10 11 13 14 16 17
PAULINA_RUBIO_Vive_el_verano.kar,16,5,3,,,,2 4 6 7 8 9 10 13 14 15 16
Roch_Voisine_Pourtant.kar,12,6,4,,,,3 5 7 8 9 10 11
Scorpions_Still_Loving_You.kar,13,6,4,,,,5 7 8 9 10 11
Whitney_Houston_I_Will_Always_Love_You.kar,16,3,4,,,,5 6 7 8 9 10
